x,y,z,x_micron,y_micron,z_micron,frame,time,label,volume,mid section area,intensity,intensity ratio,particle,normalized intensity ratio
265.5459123222749,141.51362559241707,3.860781990521327,148.95852758762587,79.38236035149386,3.860781990521327,0,2.090696073040366,1,1062.3165280926464,137.82424150017155,330.2628426405846,0.5443175833880574,1,1.0
123.81679151061174,157.28995006242198,8.61079900124844,69.45528474812704,88.23212212430738,8.61079900124844,0,3.8080959753841164,2,1008.1937665902959,137.50957428213462,299.37442541943204,0.5134460802375026,2,1.0
415.14345520513535,379.62936087077867,10.758303097962601,232.8755780279025,212.95387351213668,10.758303097962601,0,4.4950559363216165,3,1127.452642226289,186.2829930778574,259.95421537294806,0.7189394011665936,3,1.0
209.4915254237288,337.92638502403236,15.774601568429041,117.51470356407631,189.56050313852475,15.774601568429041,0,6.212455838665366,4,1243.87951289995,111.70686240310707,403.9347858026301,0.486008590886252,4,1.0
77.62720619888076,370.3792509685751,18.386138613861387,43.54514153504572,207.76500527083715,18.386138613861387,0,6.899415799602866,5,730.9719474997682,103.84018195218404,264.52101365180846,0.6144493779273303,5,1.0
235.8673469387755,322.20964749536176,19.371985157699445,132.31027508101664,180.74416678343647,19.371985157699445,0,7.242895780071616,6,339.2112610438012,44.053410525168985,337.93219123359336,0.3741412682088392,6,1.0
310.84774980930587,375.74813119755913,24.06559877955759,174.37068682618477,210.77668971632463,24.06559877955759,0,8.960295682415365,7,2062.6436142320194,177.47231097282364,363.546190928073,0.453831358474739,7,1.0
136.94201834862386,376.63339449541286,26.048073394495415,76.81790783257162,211.2732799903847,26.048073394495415,0,9.647255643352866,8,857.4681691506106,93.77083097500255,274.7532856325107,0.5882626415798106,8,1.0
401.8444654236488,394.9648336086854,25.57894736842105,225.4154822616799,221.55633859593885,25.57894736842105,0,9.647255643352866,9,1333.2450028224357,147.2642580412792,390.2200098443878,0.5034741332870347,9,1.0
137.58501652589055,376.6052148365773,25.643408005875873,77.1785989872181,211.25747255259984,25.643408005875873,1,22.367330449923873,8,856.8388347145368,84.64548165193183,299.11416547239435,0.6156777700561618,8,1.0466035517787198
402.18064218064217,394.65188265188266,25.178563178563177,225.60406130736348,221.3807881108088,25.178563178563177,1,22.023850469455123,7,1362.1943868818323,152.2989335298699,362.6562027461797,0.4937413495312922,9,0.9806687511586741
76.87129144851657,371.52486910994764,18.036649214659686,43.121109595667335,208.4076421317255,18.036649214659686,1,19.619490606173873,5,721.2172637406237,108.56019022273786,254.09763369590178,0.6307786606443958,5,1.0265754727788114
312.82951807228915,375.85602409638557,23.641114457831325,175.48236382355316,210.83721246060563,23.641114457831325,1,21.680370488986373,6,2089.3903277651575,176.21364210067594,406.5138079191871,0.4385148194867283,7,0.9662505935255613
416.269744160178,379.6760289210234,10.457174638487208,233.50737214182485,212.98005205124142,10.457174638487208,1,16.871650762423872,3,1131.543316060769,192.26167022055893,254.270486552041,0.6962307381580174,3,0.9684136618862066
124.30214240705735,157.68714555765595,8.226843100189036,69.72754333522263,88.45492975714598,8.226843100189036,1,16.184690801486372,2,998.7537500491883,135.6215709739131,307.96810506207737,0.5223871493565592,2,1.017413842393968
266.0829838226483,142.06980227681245,3.582983822648292,149.2597989542429,79.69434881051994,3.582983822648292,1,14.810770879611374,1,1050.3591738072435,142.54424977072537,306.83515728777024,0.5035865421894775,1,0.9251704474710278
209.36517992904206,338.3038520020274,15.226558540293968,117.44382979806245,189.7722440188997,15.226558540293968,1,18.589050664767623,4,1241.6768423736914,114.22420014740244,384.26524166882837,0.4581773796802593,4,0.9427351455758393
267.0524959742351,141.31529790660227,3.3510466988727856,149.80364879668903,79.27110802679988,3.3510466988727856,2,27.06179908372462,1,977.0417120046408,133.73356766569157,331.57445917936303,0.5169184604687956,1,0.949663351404674
124.48425925925926,159.9243827160494,8.376234567901234,69.82970215934328,89.7099125586668,8.376234567901234,2,28.77919898606837,2,1019.5217864396251,125.23755277869469,323.621279364756,0.5532771905380988,2,1.077576033460362
415.6463625866051,379.33602771362587,10.301385681293302,233.15768496150787,212.7893276722102,10.301385681293302,2,29.46615894700587,3,1090.0072432798954,189.1149980401897,260.5117816830517,0.7133706973332731,3,0.9922542792559645
209.41465863453814,338.5833333333333,15.109186746987952,117.47158498003148,189.92901964852805,15.109186746987952,2,31.18355884934962,4,1253.6341966590946,113.5948657113286,407.6512709862386,0.5072831101165837,4,1.0437739571465947
75.78906917164817,372.55465414175916,18.195559350982066,42.51403477581772,208.9853021707332,18.195559350982066,2,32.213998790755866,5,736.9506246424697,115.48286901955012,249.60102521896076,0.6463654161564043,5,1.0519425023046383
314.2608106072021,376.0197378333584,23.72788910652403,176.2852503251124,210.92904801925565,23.72788910652403,2,34.27487867356837,6,2088.446326111047,174.01097157441748,429.91438359709747,0.4956032566242427,7,1.0920427761754785
138.15839333080712,376.5426297840091,26.08336491095112,77.50023588935053,211.22236533818997,26.08336491095112,2,34.96183863450587,7,830.4067883994354,88.10682105033797,290.8629975084075,0.608077003849337,8,1.0336828499194066
402.47240517828754,394.6434249375426,25.263002498296615,225.76772636307356,221.37604373849354,25.263002498296615,2,34.61835865403712,8,1385.4797610165647,149.46692856753762,383.68933207222506,0.5230317947119583,9,1.0388454145543433
313.6684939411425,376.06145412579343,23.988459319099828,175.95298906878108,210.95244885959693,23.988459319099828,3,46.88449537239969,6,2181.2731554319384,186.2829930778574,394.6999496039013,0.47917472517116383,7,1.0558431369343895
