track_id,frame,x,y
0,0,189.04545454545453,396.012987012987
0,1,187.68279569892474,396.44086021505376
0,2,187.34065934065933,396.2857142857143
0,3,186.70430107526883,396.741935483871
0,4,187.07926829268294,398.4512195121951
0,5,188.51552795031057,399.7080745341615
0,6,191.55633802816902,401.6619718309859
0,7,193.53435114503816,400.8702290076336
0,8,196.27272727272728,400.6439393939394
0,9,195.95774647887325,400.2535211267606
0,10,198.20289855072463,399.22463768115944
0,11,199.82442748091603,399.1832061068702
0,15,194.984496124031,396.93023255813955
0,16,191.6058394160584,395.35766423357666
0,17,191.14705882352942,394.55882352941177
0,18,189.7785234899329,393.61073825503354
0,19,188.71794871794873,392.10897435897436
0,20,188.23837209302326,390.7325581395349
0,21,189.12790697674419,389.34302325581393
0,22,187.56906077348066,388.57458563535914
0,23,188.40331491712706,388.03867403314916
0,24,185.8342245989305,388.5080213903743
0,25,184.04166666666666,387.6510416666667
0,26,182.86458333333334,386.0416666666667
0,27,181.9,385.13684210526316
0,28,180.72972972972974,384.17297297297296
0,29,179.28125,383.1875
0,30,178.11162790697674,381.5302325581395
0,31,177.18303571428572,381.79910714285717
0,32,176.32,383.2711111111111
0,33,174.74242424242425,384.47474747474746
0,34,174.8876404494382,383.7584269662921
0,35,172.76100628930817,385.0314465408805
0,36,169.88888888888889,385.6984126984127
0,37,167.47738693467338,386.3718592964824
0,38,166.83756345177665,386.65989847715736
0,39,165.22596153846155,387.36538461538464
0,40,163.94222222222223,388.0755555555556
0,41,162.55263157894737,388.1929824561403
0,42,162.84848484848484,388.25252525252523
0,43,160.01015228426397,388.9746192893401
0,44,159.1865284974093,388.860103626943
0,45,158.28372093023256,388.2325581395349
0,46,158.61421319796955,389.0761421319797
0,47,160.33333333333334,388.2163742690058
0,48,162.27564102564102,387.04487179487177
0,49,163.60377358490567,387.188679245283
0,50,165.95530726256985,385.9608938547486
0,51,168.515,384.85
0,52,168.54166666666666,385.3072916666667
0,53,168.203125,384.5729166666667
0,54,170.6,383.98571428571427
0,55,171.04329004329006,382.7402597402597
0,56,171.25,381.5169491525424
0,57,172.30125523012552,380.31799163179915
0,58,173.78111587982832,380.41630901287556
0,59,174.954128440367,380.41284403669727
0,60,175.8009478672986,380.34597156398104
0,61,178.11818181818182,379.2318181818182
0,62,179.51674641148324,379.14354066985646
0,63,181.2093023255814,379.1860465116279
0,64,182.71495327102804,379.11682242990656
0,65,181.09302325581396,378.30697674418604
0,66,179.00440528634363,377.6563876651982
0,67,179.03463203463204,378.25108225108227
0,68,180.51401869158877,377.5373831775701
0,69,181.68783068783068,377.5608465608466
0,70,180.91176470588235,377.15686274509807
0,71,182.46192893401016,377.15736040609136
0,72,183.30645161290323,376.9193548387097
0,73,182.9497487437186,376.8391959798995
0,74,182.85425101214574,377.05668016194335
0,75,187.90769230769232,377.99615384615385
0,76,191.48736462093862,378.7148014440433
0,77,196.84341637010675,379.3523131672598
0,78,204.06269592476488,379.5360501567398
0,79,212.13186813186815,380.17216117216117
0,80,215.1891891891892,380.5444015444015
0,81,217.525,380.9625
0,82,222.13488372093022,381.1441860465116
0,83,221.49479166666666,380.578125
0,84,223.70616113744074,381.5592417061611
0,85,225.34782608695653,382.7304347826087
0,86,226.61572052401746,387.09170305676855
0,87,227.90322580645162,388.97235023041475
0,88,230.32,390.3511111111111
0,89,232.01293103448276,391.57758620689657
0,90,233.75862068965517,392.26724137931035
0,91,236.641592920354,393.07522123893807
0,92,240.0326530612245,394.1224489795918
0,93,242.08823529411765,394.2563025210084
0,94,244.93548387096774,393.6733870967742
0,95,247.58091286307055,392.91701244813277
0,96,246.59183673469389,392.2408163265306
0,97,247.3850267379679,389.96256684491976
0,98,247.52272727272728,389.52272727272725
0,99,247.93478260869566,389.9347826086956
0,100,248.19387755102042,389.9183673469388
0,101,248.34463276836158,391.7457627118644
0,102,249.77348066298342,394.3204419889503
0,103,252.43661971830986,394.38967136150234
0,104,253.5467289719626,395.2429906542056
0,105,255.2914798206278,395.82959641255604
0,106,258.4263157894737,397.0263157894737
0,107,259.56476683937825,398.2435233160622
0,108,259.8659793814433,398.9742268041237
0,109,260.76243093922653,397.292817679558
0,110,259.874251497006,398.0479041916168
0,111,258.82022471910113,399.0280898876405
0,112,259.89502762430936,400.18232044198896
0,113,260.1897435897436,400.05128205128204
0,114,260.8643216080402,401.3115577889447
0,115,260.15675675675675,402.87567567567567
0,116,260.2817679558011,403.3922651933702
0,117,260.31413612565444,404.27225130890054
0,118,259.52589641434264,407.21115537848607
0,119,262.6474820143885,411.431654676259
0,120,264.18275862068964,411.4448275862069
1,0,285.35074626865674,402.2313432835821
1,1,285.538961038961,398.487012987013
1,2,287.95454545454544,397.3125
1,3,288.41011235955057,396.55056179775283
1,4,289.4921465968586,395.32460732984293
1,5,290.3948717948718,394.8205128205128
1,6,293.131221719457,393.5203619909502
1,7,296.12264150943395,391.04716981132077
1,8,296.93367346938777,389.31632653061223
1,9,298.8514851485148,387.71287128712873
1,10,299.7733990147783,386.1773399014778
1,11,299.96938775510205,385.7295918367347
1,12,300.6190476190476,385.2857142857143
1,13,302.4943181818182,385.42045454545456
1,14,299.66137566137564,384.3968253968254
1,15,299.05820105820106,382.4021164021164
1,16,301.2529411764706,384.6058823529412
1,17,300.6255924170616,386.93364928909955
1,18,301.18811881188117,385.7920792079208
1,19,303.67692307692306,382.4
1,20,303.1411764705882,383.06470588235294
1,21,303.1547619047619,383.98809523809524
1,22,302.0751445086705,384.87861271676303
1,23,303.9738219895288,387.20942408376965
1,24,305.74666666666667,389.9511111111111
1,25,308.2711111111111,393.2088888888889
1,26,309.6666666666667,394.6666666666667
1,27,312.5432692307692,396.9855769230769
1,28,316.49781659388645,397.48471615720524
1,29,321.32272727272726,398.6409090909091
1,30,324.4244186046512,398.0639534883721
1,31,327.41477272727275,397.6761363636364
1,32,327.1385542168675,397.855421686747
1,33,327.0191082802548,397.29936305732485
1,34,327.6190476190476,397.2142857142857
1,35,327.680981595092,397.39877300613495
1,36,327.92899408284023,398.06508875739644
1,37,329.15425531914894,397.77127659574467
1,38,327.01630434782606,399.29347826086956
1,39,323.8511627906977,400.0883720930233
1,40,323.070796460177,400.429203539823
1,41,324.64356435643566,400.3217821782178
1,42,323.3641304347826,401.3152173913044
1,43,323.1589743589744,401.4871794871795
1,44,322.6124401913876,402.5263157894737
1,45,322.5330396475771,403.7180616740088
1,46,321.93362831858406,404.15486725663715
1,47,322.6060606060606,402.2070707070707
1,48,324.20526315789476,401.60526315789474
1,49,326.5792079207921,399.980198019802
1,50,328.5977011494253,398.68390804597703
1,51,328.07954545454544,398.4375
