frame,time_sec,velocity,velocity_sem,displacement,displacement_sem
82,2460,0.11774269978498274,0.0272621576451009,111.57597474788719,30.96913206247264
83,2490,0.10941185111913711,0.02255693496260378,113.059726799002,31.362930981700515
84,2520,0.09207620370678024,0.018128222835559964,115.10874575658467,31.71023966776965
85,2550,0.11878600699764406,0.02286183756347966,116.62492904431252,32.06529023564893
86,2580,0.12016831596020958,0.021768163339153497,118.35187154276805,31.9984177714611
87,2610,0.11992753793435693,0.02073981763201146,120.99931357975137,31.974323706120895
88,2640,0.11362948361655884,0.023253857543146315,123.6698941861984,31.92146862967504
89,2670,0.10845947458723991,0.018570536613879675,125.81282537504313,32.03318804373366
90,2700,0.12638190846594347,0.022718606605870495,127.07026284680559,32.242948479755995
91,2730,0.12193115346482299,0.021795145142071728,128.19277107174364,32.41989261119537
92,2760,0.10650202611442774,0.015267916226687418,129.7358641611885,32.4678658991376
93,2790,0.12719014977241072,0.01857371325338841,131.204952890483,32.53525572978608
94,2820,0.14170562683910237,0.02716557690409901,133.1449273309011,32.64017154455798
95,2850,0.11390056607628599,0.02498778588345744,133.63375380743403,32.879116280291406
96,2880,0.11391630698594582,0.0212667461849765,135.21521858468952,33.19607579497479
97,2910,0.1109398734075282,0.021751316920167296,137.4956376092668,33.4568451616975
98,2940,0.09951892650305712,0.02016845514641236,139.7816895096998,33.72210218128191
99,2970,0.18136706551407045,0.04334380811167787,141.14676339786166,33.98202726412871
100,3000,0.12360405098449474,0.025007943998916187,144.2913143927667,34.198430201842164
101,3030,0.1340701488031616,0.02075352856034648,145.32922941435885,34.3050734107088
102,3060,0.14743103969905205,0.032332759797726346,147.40093768301364,34.4742965969167
103,3090,0.1280652757111064,0.01983642315851805,148.91462979725213,35.045586123081684
104,3120,0.14073032219699885,0.018046613102657993,151.16995935993353,35.26016706103035
105,3150,0.1381113229659458,0.02384825792423439,154.08410996449774,35.469830098911544
106,3180,0.14347329230493294,0.026766586082689336,156.26443570191134,35.63506826592967
107,3210,0.14825431075808723,0.025006225834898383,159.46945633865647,35.65920902470331
108,3240,0.13617230790850882,0.023308423540065334,162.20101429244602,35.717802457727714
109,3270,0.1690254867428142,0.031123439884765222,164.58375025104095,35.92725775424382
110,3300,0.159241777350906,0.026877029080563945,157.7967378218421,35.16852668531997
111,3330,0.1591976251994089,0.026246219858263004,161.04971643779297,35.4596274040206
112,3360,0.12965068965095505,0.019215337591314427,164.13217671038024,35.61298613504016
113,3390,0.1758632271487938,0.028696773059813954,167.00597542786116,35.70347872553751
114,3420,0.14441608437759432,0.023290622060245295,177.981732425779,37.25155735462261
115,3450,0.13387332106604743,0.021062807119794007,181.2442140920548,37.438703585703635
116,3480,0.14450531472575012,0.018853491321263842,183.3788562205309,37.62246299846308
117,3510,0.17642731389608973,0.026610248484924586,186.38165465014373,37.560111113783286
118,3540,0.22126259708054824,0.027396183545058433,175.72014577671447,37.44731179369316
119,3570,0.22137805184741538,0.024467068897453054,193.86797719593397,37.664239026187
